adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/pZVrDhIPF30JTRSkal2Lfk7NwrI.jpg,"[18, 27, 53]",31417,fr,Les Yeux sans visage,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.",1.2165,/8y7Z9Gvcq52uOlJlUWyn2epGGRd.jpg,1960-01-11,Eyes Without a Face,False,7.6,763
False,/lyHnFsWafILUlizalpCSikJT7Ui.jpg,"[878, 27]",11850,en,Invasion of the Body Snatchers,"The residents of San Francisco are becoming drone-like shadows of their former selves, and as the phenomenon spreads, two Department of Health workers uncover the horrifying truth.",2.9318,/skS02wdeH2C0nrbCQP3qKwJdZtZ.jpg,1978-12-20,Invasion of the Body Snatchers,False,7.219,1204
False,/oaRdRdqahtSvHK6VkOphVwGtPRN.jpg,[18],221,en,Rebel Without a Cause,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",3.8381,/yHStsC8rRRfIjqRN38BQsLh6S7k.jpg,1955-10-27,Rebel Without a Cause,False,7.516,1681
False,/rXA03j9HBzhcmgjJetcVSjkmwQg.jpg,"[27, 53]",503902,id,Sabrina,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to call her late mother's spirit.,1.4137,/zheAqvuUgk9L2ElLHgYo92WJIdO.jpg,2018-07-12,Sabrina,False,5.333,189
False,/nXvF27feIPaYMS8RGnLubeKcOjW.jpg,"[35, 80]",5506,en,The Ladykillers,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,1.2349,/9LJ6ZV59Q92LAJAbmb7xm9dUBGU.jpg,1955-12-08,The Ladykillers,False,7.3,502
False,/5vuQnRJURp6rZoEEnhW0HC7DBQc.jpg,"[10749, 35, 18]",3109,en,The Quiet Man,"An American man returns to the village of his birth in Ireland, where he finds love and conflict.",1.8462,/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg,1952-07-21,The Quiet Man,False,7.313,562
False,/kh8JHoSYZz0wIISiTVysWc6ybFq.jpg,"[18, 28, 53, 878, 16]",215402,ja,ジャイアントロボ THE ANIMATION 地球が静止する日,An adolescent with the ability to control a looming war-golem becomes entangled in the Experts of Justice's fight against the infamous group Big Fire.,0.7565,/9nTPGIxh05VHbY3bxfRujhgT0uy.jpg,1992-07-22,Giant Robo: The Day the Earth Stood Still,False,6.667,6
False,,"[10770, 18, 10752]",798573,en,The African Queen,"After the events of The African Queen (1951), Charlie and Rose are recaptured by the Germans and forced to tug one of their big cannons that could bring the Nazis victory against the local Allied forces.",0.9232,/ryaY5ro5As0FgOh3Zaf2n38BVrw.jpg,1977-03-18,The African Queen,False,6.5,2
False,,[18],996576,tl,Gilda,"Destroyed during a fire that ravaged Sampaguita’s archives. Gilda tells the story of a poor squatter who carried her invalid mother while begging on the streets for money. As she lives under the abusive hand of her mother’s lover, Gilda dreams of becoming a singer.",1.0615,/5vrvqD1tmU5KjFJiiXQEVDmrAww.jpg,1956-07-13,Gilda,False,0.0,0
False,/lyzI5uFJC2E7sIYCCdaU0oZkDw2.jpg,"[16, 10751, 14]",756,en,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",2.9485,/5m9njnidjR0syG2gpVPVgcEMB2X.jpg,1940-11-13,Fantasia,False,7.359,3171
False,/AsiYt7HBBj6n1PyipnKgfkK74uR.jpg,"[9648, 53]",36332,en,Dark Waters,"Leslie Calvin, the sole survivor of a submarine accident, goes to her relatives in order to recover emotionally. Unfortunately, she encounters various scam artists led by Mr. Sydney who intend to kill her and steal the family assets. Dr. George Grover helps Leslie to defeat Sydney.",3.1829,/xZm932Mo56dT1GLJUWIGptYB700.jpg,1944-11-21,Dark Waters,False,5.8,22
False,/tweDJNQzBGgsWVF5MC8JhSAk07p.jpg,"[53, 878, 27]",570670,en,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",3.4694,/5EufsDwXdY2CVttYOk2WtYhgKpa.jpg,2020-02-26,The Invisible Man,False,7.111,5946
False,/jOqOduY1tLhXgVZo7ypCtDVr0mM.jpg,"[18, 9648, 53]",489999,en,Searching,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop.",3.1342,/yuAPCsCGJGSxA7YOW4elF5JNrzK.jpg,2018-08-24,Searching,False,7.568,4012
False,/xwgBHC2FgoIrQitl8jZwXXdsR9u.jpg,"[35, 18, 53]",466272,en,Once Upon a Time... in Hollywood,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",16.3994,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,2019-07-24,Once Upon a Time... in Hollywood,False,7.426,14099
False,,[99],1227618,ru,Он мог быть первым. Драма космонавта Нелюбова,"The film is dedicated to the dramatic fate of cosmonaut Grigory Nelyubov. He was the second understudy of Yuri Gagarin, had a certificate of cosmonaut number 3. But he never flew into space. Moreover, after the forced separation from the cosmonaut corps, Nelyubov's life was tragically cut short.",0.0,/u5ePSnkybNoVMjP8JmG70TDvBIH.jpg,2007-01-01,He Could Have Been the First. Drama of the Cosmonaut Nelyubov,False,0.0,0
False,/lO5c0zG8s1dBPHcRparpNlNGWU9.jpg,[18],394117,en,The Florida Project,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",4.5815,/bnSTP1PY2fDyat0eUa4QouuGV7F.jpg,2017-10-06,The Florida Project,False,7.428,2933
False,/wfabrzHzfYTdCj3iSCY7OEQbND0.jpg,"[18, 80, 36]",522212,en,Just Mercy,"The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.",2.6356,/2bDZl3PzFLFWe4gaFUQnnaslqT3.jpg,2019-12-25,Just Mercy,False,7.857,2363
False,/6MmYsaK6poR8f4R8jsBnJBU5tfd.jpg,"[18, 35]",400928,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",4.1416,/9Ts7Vc4wLlpI9oox9mkVUE1tBHy.jpg,2017-04-07,Gifted,False,8.004,5731
False,/lewYqqt8epnjFhEOIIIINX9Z8EE.jpg,"[12, 35, 18]",463257,en,The Peanut Butter Falcon,A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.,2.725,/qyQcRGvdW3VtxHR4fSDgPOePEip.jpg,2019-08-09,The Peanut Butter Falcon,False,7.404,1500
False,,[28],812455,en,Victoria,"Victoria is a woman betrayed, now on a mission for revenge and destroying anything that gets in her way.",78.8622,/aOSTW7ZitFAff06mZVXUnktejHY.jpg,2021-01-16,Victoria,False,6.333,3
False,,[18],430791,no,Mustang,"Weekend-dad Kim-Andre is trying hard to be the perfect father for his daughter Mina, but must deal with his mother when she steals the trump card of his - a newly renovated Ford Mustang.",3.0464,/29oQrNjiobgDSVQephAvXHQNqAY.jpg,2016-12-16,Mustang,False,6.3,3
False,/bW93ycPSSi3Hxx1NvlMX5qm2mQu.jpg,"[878, 12, 28]",283995,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,17.043,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,2017-04-19,Guardians of the Galaxy Vol. 2,False,7.612,22208
False,/oVD3ClJBoomSQHtnJPAlMfes8YD.jpg,"[28, 80]",339403,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",9.465,/tYzFuYXmT8LOYASlFCkaPiAFAl0.jpg,2017-06-28,Baby Driver,False,7.446,16204
False,/jGGMxied9EJKhFJtr6XwYrLL3GM.jpg,"[18, 10752]",31101,en,Only The Brave,"A searing portrait of war and prejudice, ‘Only the Brave’ takes you on a haunting journey into the hearts and minds of the forgotten heroes of WWII – the Japanese-American 100th/442nd. In 1941, when Japan attacked Pearl Harbor, overnight Japanese Americans were put into internment camps for the duration of the war. Determined to prove their loyalty, 1400 Japanese Americans successfully petitioned the government to serve becoming the 100th Infantry Battalion. They were sent to North Africa, Italy and finally France were they performed an impossibly-dangerous rescue of the Texas 36th Division. During their two years of combat these men received an unparalleled 21 Medals of Honor, 9,486 Purple Hearts, 8 Presidential Citations, 53 Distinguished Service Crosses, 588 Silver Stars and 5,200 Bronze stars – making them the most decorated unit of their size in American military history. This is their story.",1.8402,/rgf5T0yy6c6asRbDOk1xa10KTUM.jpg,2006-10-23,Only The Brave,False,5.146,24
False,/g1RA3pSKwjb3ZAvm3a3H7LxAwat.jpg,"[28, 12, 16, 10751]",260513,en,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",15.363,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,2018-06-14,Incredibles 2,False,7.453,13214
False,/ncWUcY7ihZ2co7vqUCHqwF6t9us.jpg,"[53, 18]",296098,en,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",4.2883,/fmOOjHAQzxr0c1sfcY4qkiSRBH6.jpg,2015-10-15,Bridge of Spies,False,7.236,6999
False,/bpePOhe9aLg8v7eiTN5sHD02JES.jpg,"[18, 10770]",45890,it,Moana,"The life story of Italian iconic pornographic actress Moana Pozzi. The actress Ilona Staller sued the production of the film for the unauthorized use of the character ""Cicciolina"", of which she owned the rights.",1.0852,/nEDFaNVqmLl2UeUYvvkKDSge5Ed.jpg,2009-11-01,Moana,False,6.625,24
False,/fKPgObonYgPgCdu88yjV7Hpn7Dp.jpg,"[28, 80, 53]",273481,en,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,9.9067,/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,2015-09-17,Sicario,False,7.415,9044
False,/kODNw6GJNdgldUMEhKPlCw8wQCr.jpg,"[28, 18]",312221,en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",10.6809,/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,2015-11-25,Creed,False,7.408,7668
False,/sWox47IZKKbdCAk9RFsLfYhvL0g.jpg,"[18, 80]",265180,ru,Левиафан,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",2.8856,/dwmHSBBiu2ow271zrQ33rPKZDSC.jpg,2014-09-24,Leviathan,False,7.387,898
False,/55C8p02S7fLXHT8zlRjAA0j14bd.jpg,"[37, 80, 18]",338766,en,Hell or High Water,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,2.93,/ljRRxqy2aXIkIBXLmOVifcOR021.jpg,2016-08-11,Hell or High Water,False,7.302,4618
False,/eyn0vuN4IZjImE5Dws0iPhZrCMc.jpg,[18],205220,en,Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",0.9758,/eBUv2GmGdXmCk1AaSOmyiu70hN8.jpg,2013-11-01,Philomena,False,7.35,1645
False,/zlU8BIkgY7E6SMfD3USTWC6bchL.jpg,"[878, 28, 18, 53]",119450,en,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",10.1938,/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg,2014-07-08,Dawn of the Planet of the Apes,False,7.333,11789
False,/z3gZRm7ZnWVyKpZHJ4vho7wRZW3.jpg,"[53, 9648]",111083,es,El cuerpo,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman.",2.0642,/du9zczcShf4WIuljDR0Aib7AYtX.jpg,2012-12-21,The Body,False,7.525,1322
False,/4zzWj2pVmkjN9yjsQesEEnNtlZ4.jpg,"[28, 53, 80]",94329,id,Serbuan Maut,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",3.8528,/Abnm1Ws3JH0ReCfEhLMPwPcMcGO.jpg,2012-03-22,The Raid,False,7.403,3628
False,/l53K8Fp1WcOMRL33CMsnnMUPiWg.jpg,"[80, 18, 53]",77016,en,End of Watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,4.6687,/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg,2012-09-20,End of Watch,False,7.352,3412
False,/7Z7WVzJsSReG8B0CaPk0bvWD7tK.jpg,"[14, 16, 10751]",51739,ja,借りぐらしのアリエッティ,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",4.9652,/3lSRaSjDp2nkXMQkzzjpRi3035O.jpg,2010-07-16,The Secret World of Arrietty,False,7.661,2968
False,/mBgYaGRKpZq4EPLkgq66kKJvp0d.jpg,"[18, 10749]",22692,en,A Star Is Born,"Esther Blodgett is just another starry-eyed farm kid trying to break into the movies. Waitressing at a Hollywood party, she catches the eye of her idol Norman Maine, is sent for a screen test, and before long attains stardom as newly minted Vicki Lester. She and Norman marry, though his career soon dwindles to nothing due to his chronic alcoholism.",3.0462,/90EfCmXXWOs5dy7rHTNvGT9T8Kz.jpg,1937-04-27,A Star Is Born,False,7.153,226
False,/5dwlH8Krm2bsuc2Pubw2cBb03g5.jpg,"[18, 12, 37]",44264,en,True Grit,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",3.9879,/tCrB8pcjadZjsDk7rleGJaIv78k.jpg,2010-12-22,True Grit,False,7.307,5445
False,/jso7QKHWwkdlEHFef68kFWHsltx.jpg,[18],44716,da,Hævnen,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",1.6331,/dJpPpgf2z5lNw6xVxvfWm0lexNH.jpg,2010-08-26,In a Better World,False,7.1,422
False,/xVEBLD278GuFZoPFskpD3dvdJlV.jpg,"[10751, 35, 16]",20352,en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",12.605,/9lOloREsAhBu0pEtU0BgeR1rHyo.jpg,2010-07-08,Despicable Me,False,7.251,15543
False,/tP3EIEpEZ1jKW3r71GNsUThyjEz.jpg,[18],1396725,tl,PNB 12-50,"After Typhoon Pablo struck a barangay in New Bataan, Compostela Valley, a father was separated from his only daughter. Whether alive or dead, the father is determined to find his daughter's body to the very end.",0.0629,/iPW2yy4Frp1cS34aXCWpZPIjHeV.jpg,2024-12-25,PNB 12-50,False,10.0,1
